HIP,Symbad_Hyades,sil_width
13589,FALSE,0.15567709888927303
13600,FALSE,0.11704647173652023
13601,FALSE,0.3440881474316774
13631,FALSE,0.2017304359415928
13674,FALSE,0.19626090454538686
13834,TRUE,0.2488217642660441
13976,FALSE,0.29049816921248206
13982,FALSE,0.08673847267820223
14023,FALSE,0.12890555969176262
14054,FALSE,0.16698675232120513
14098,FALSE,0.1541689170734143
14175,FALSE,0.1468768648754483
14230,FALSE,0.25389992628516594
14258,FALSE,0.26872871635756274
14721,FALSE,0.22084190554253977
14729,FALSE,0.25581859547961666
14803,FALSE,0.14759469780951856
14809,FALSE,0.019038134484693662
14838,FALSE,0.08313177962786114
15074,FALSE,0.1613710409575406
15134,FALSE,0.016705510849708668
15206,FALSE,0.1437079131829756
15278,FALSE,0.035674130730924215
15304,FALSE,0.25559711331627066
15310,TRUE,0.2940961431721535
15374,FALSE,0.024881384724016745
15401,FALSE,0.052950557530329054
15563,FALSE,0.2833688517386685
15565,FALSE,0.058545086704903014
15572,FALSE,0.2717364116933111
15844,FALSE,0.19317061038465458
15961,FALSE,0.12420914292814178
16329,FALSE,0.29988255131134395
16374,FALSE,0.02856151488172934
16529,FALSE,0.28287959984781497
16738,FALSE,0.010146348659165652
16908,FALSE,0.2536606581039413
17332,FALSE,0.014022625861340222
17496,FALSE,0.23139053407059776
17766,FALSE,0.1490837211229785
17794,FALSE,0.1984039902273922
17928,FALSE,0.3093757709734028
17936,FALSE,0.21704557464525137
17962,FALSE,0.16532431720022286
18018,FALSE,0.2035905789889106
18170,TRUE,0.1552155120790533
18253,FALSE,0.1508735815224954
18267,FALSE,0.22676863864052216
18322,FALSE,0.17836377293016706
18327,FALSE,0.2798867264774861
18347,FALSE,0.18868611059487256
18658,TRUE,0.1752416883579578
18719,FALSE,0.16489576479266813
18735,FALSE,0.0816638533062411
18946,FALSE,0.1393999911720548
18975,FALSE,0.1483772440375381
19076,FALSE,0.2173211102831854
19098,FALSE,0.15911439369392238
19117,FALSE,0.24867771562664173
19148,FALSE,0.2587055779518456
19207,FALSE,0.11897932416959088
19261,TRUE,0.0960263026976381
19263,FALSE,0.09463430329971151
19316,FALSE,0.06639475308466221
19441,FALSE,0.22829949705196204
19472,FALSE,0.21941780328237423
19481,FALSE,0.19957990581316828
19504,TRUE,0.17704586242282216
19554,TRUE,0.13168136551746548
19591,FALSE,0.26363876012122534
19767,FALSE,0.2785019157248861
19781,TRUE,0.20202181937681693
19786,FALSE,0.24693719052340454
19793,FALSE,0.2678189275667394
19796,TRUE,0.17139703487041183
19808,FALSE,0.07398412016707467
19834,FALSE,0.11533687755977047
19862,FALSE,0.12731637413389021
19870,FALSE,0.2321283060320852
19877,TRUE,0.10828101505377997
19934,TRUE,0.10444564754325718
19971,FALSE,0.19109080700709954
19981,FALSE,0.22610697484250758
20019,FALSE,0.23274008448451844
20056,FALSE,0.27739139160076715
20082,TRUE,0.1269452120928612
20086,FALSE,0.09522853421623786
20130,FALSE,0.24827957868111097
20146,FALSE,0.2197653504755282
20187,FALSE,0.18617467084301337
20205,TRUE,0.05014505598646926
20215,TRUE,0.21816785331475833
20219,FALSE,0.014470516210585486
20237,FALSE,0.24651578599273713
20255,FALSE,0.09409035623118198
20284,FALSE,0.07455461101631616
20319,FALSE,0.11432004685393234
20349,TRUE,0.07062325675782295
20350,TRUE,0.09982468793284709
20357,TRUE,0.03122725553124897
20400,FALSE,0.022766122801710018
20419,FALSE,0.07068066845140582
20440,FALSE,0.17148783688612926
20441,TRUE,0.33395304601134157
20455,TRUE,0.045432138486650474
20480,TRUE,0.14042744456577497
20485,FALSE,0.09886116839592596
20491,TRUE,0.07940286091849814
20492,TRUE,0.14477175884517632
20527,FALSE,0.06404010394355453
20553,FALSE,0.22353416340035343
20557,TRUE,0.24495536139926777
20563,FALSE,0.06314007968769611
20567,TRUE,0.039216859596412044
20577,TRUE,0.23815222830172808
20605,FALSE,0.025578893473304727
20614,FALSE,0.028867517105931037
20661,TRUE,0.1155293180275969
20679,FALSE,0.18159116910436432
20686,FALSE,0.2714969371031475
20693,TRUE,0.11088722803820772
20712,TRUE,0.20380843734351167
20719,FALSE,0.22457302530803108
20741,TRUE,0.2402898941767427
20745,FALSE,0.16264937870559623
20751,FALSE,0.15994108503797314
20762,FALSE,0.04675124416477431
20769,FALSE,0.06524533939146977
20815,TRUE,0.19521150837705525
20826,FALSE,0.19793278076304455
20834,FALSE,0.19002284331377461
20850,FALSE,0.1475825041062719
20885,TRUE,0.03453351688291194
20889,TRUE,0.03240849142468677
20890,FALSE,0.15073175179176077
20899,TRUE,0.23809675999496305
20916,TRUE,0.06662931973424306
20917,FALSE,0.0951190334073145
20935,TRUE,0.19668372360453004
20948,TRUE,0.1339009970821827
20951,TRUE,0.2187417017113169
20978,FALSE,0.2083385417213848
20995,FALSE,0.021951545150030373
21e3,FALSE,0.1428555427198818
21008,TRUE,0.0757835619099081
21053,TRUE,0.1166344789928915
21066,TRUE,0.14771532113626148
21099,FALSE,0.1983603908968694
21112,FALSE,0.12343573431896888
21123,FALSE,0.1597136303607414
21137,FALSE,0.04452163549873121
21152,TRUE,0.087680453921936
21256,FALSE,0.10625507389640262
21261,FALSE,0.02250364390512212
21267,TRUE,0.10402713853637931
21280,FALSE,0.2425081178911348
21308,FALSE,0.25855221601365874
21317,TRUE,0.25336073002326936
21436,FALSE,0.10153158993038693
21459,TRUE,0.07743461238977674
21474,TRUE,0.09467877893833171
21475,FALSE,0.15008870715550168
21503,FALSE,0.1358404556632379
21543,FALSE,0.1939628481247315
21588,FALSE,0.032724713543987045
21637,FALSE,0.2285313512957343
21654,FALSE,0.2139833813578613
21703,FALSE,0.2302042140635745
21723,FALSE,0.10605974573824874
21762,FALSE,0.13503888254620222
21923,FALSE,0.2269142646131826
21946,FALSE,0.0869498315594395
21983,FALSE,0.002518214958421887
22203,FALSE,0.11209749755708787
22221,FALSE,0.19368927348410828
22224,FALSE,0.13951774378753784
22265,FALSE,0.0652687786403931
22350,FALSE,0.02515561061990567
22380,FALSE,0.09037267681439508
22422,FALSE,0.12576132065787768
22449,FALSE,0.09467246081846946
22496,FALSE,0.20042436654665946
22505,FALSE,0.24254989771926314
22524,TRUE,0.05224897254102673
22550,TRUE,0.03733248562243068
22607,TRUE,0.13614968000742722
22688,FALSE,0.30292524323693487
22715,FALSE,0.2887910722343904
22826,FALSE,0.08254252905451606
23214,TRUE,0.08436190381837393
23286,FALSE,0.033093165190347794
23835,FALSE,0.189538066989951
24030,FALSE,0.12185948669519102
24205,FALSE,0.28072414802293466
24283,FALSE,0.13913384626929493
24284,FALSE,0.1472639047104014
24289,FALSE,0.13259146549096706
24527,FALSE,0.0649874241237633
25220,FALSE,0.24450234468311557
25278,FALSE,0.2018347272372443
25873,FALSE,0.2934341680665064
26335,FALSE,0.09863262952561373
26444,FALSE,0.15019462974309308
26676,FALSE,0.15350796583647433
26828,FALSE,0.16589031732654994
26844,FALSE,0.14670807767074695
27802,FALSE,0.06941390653435887
